brand,category,product_name,material,retailer,season,rating,discount_percent,original_price,current_price,image_url,product_url,date_scraped
Vero Moda,Jacket,Vero Moda Jacket,Cotton,Max Fashion,Winter,4.1,15,1599.14,1359.27,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.maxfashion.in/in/en/search/?text=Vero+Moda+Jacket,2025-10-29
Louis Philippe,Shirt,Louis Philippe Shirt,Polyester,Myntra,Spring,4.2,40,2115.92,1269.55,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.myntra.com/shop/Louis+Philippe+Shirt,2025-10-29
Mast & Harbour,Shirt,Mast & Harbour Shirt,Denim,Shoppers Stop,Monsoon,3.7,20,1208.43,966.74,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.shoppersstop.com/search?q=Mast+&+Harbour+Shirt,2025-10-29
Wrogn,Skirt,Wrogn Skirt,Blend,Max Fashion,Winter,3.8,30,680.27,476.19,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.maxfashion.in/in/en/search/?text=Wrogn+Skirt,2025-10-29
Marks & Spencer,Pants,Marks & Spencer Pants,Cotton,Lifestyle,All-Season,4.7,30,3264.0,2284.8,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.lifestylestores.com/in/en/search/?text=Marks+&+Spencer+Pants,2025-10-29
Only,Jacket,Only Jacket,Denim,Max Fashion,All-Season,3.6,60,5849.45,2339.78,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.maxfashion.in/in/en/search/?text=Only+Jacket,2025-10-29
Tommy Hilfiger,Coat,Tommy Hilfiger Coat,Wool,Lifestyle,Monsoon,4.7,10,12697.74,11427.97,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.lifestylestores.com/in/en/search/?text=Tommy+Hilfiger+Coat,2025-10-29
Zara,Polo,Zara Polo,Synthetic,Flipkart,Spring,4.5,40,1331.42,798.85,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.flipkart.com/search?q=Zara+Polo,2025-10-29
Mast & Harbour,Shirt,Mast & Harbour Shirt,Cotton,Lifestyle,Spring,3.5,30,1628.69,1140.08,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.lifestylestores.com/in/en/search/?text=Mast+&+Harbour+Shirt,2025-10-29
Louis Philippe,Pants,Louis Philippe Pants,Cotton,Myntra,Spring,4.0,15,1346.7,1144.69,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.myntra.com/shop/Louis+Philippe+Pants,2025-10-29
W for Woman,Chinos,W for Woman Chinos,Silk,Ajio,Winter,4.2,40,4381.87,2629.12,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.ajio.com/search/?text=W+for+Woman+Chinos,2025-10-29
Puma,Blazer,Puma Blazer,Wool,Lifestyle,Monsoon,3.4,10,2779.86,2501.88,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.lifestylestores.com/in/en/search/?text=Puma+Blazer,2025-10-29
Louis Philippe,Sweater,Louis Philippe Sweater,Leather,Flipkart,All-Season,4.3,30,3991.76,2794.24,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.flipkart.com/search?q=Louis+Philippe+Sweater,2025-10-29
Louis Philippe,Jeans,Louis Philippe Jeans,Viscose,Myntra,Monsoon,4.0,30,2142.77,1499.94,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.myntra.com/shop/Louis+Philippe+Jeans,2025-10-29
Forever New,Dress,Forever New Dress,Polyester,Reliance Trends,Summer,4.2,20,2376.72,1901.38,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.reliancetrends.com/search?q=Forever+New+Dress,2025-10-29
Being Human,Skirt,Being Human Skirt,Leather,Shoppers Stop,Winter,3.6,25,1783.18,1337.38,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.shoppersstop.com/search?q=Being+Human+Skirt,2025-10-29
US Polo Assn,Sweater,US Polo Assn Sweater,Leather,Lifestyle,Monsoon,4.1,20,4244.01,3395.2,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.lifestylestores.com/in/en/search/?text=US+Polo+Assn+Sweater,2025-10-29
Allen Solly,Shirt,Allen Solly Shirt,Polyester,Amazon India,All-Season,4.0,50,2170.91,1085.45,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.amazon.in/s?k=Allen+Solly+Shirt,2025-10-29
Breakbounce,Shirt,Breakbounce Shirt,Linen,Max Fashion,Summer,4.2,50,2193.29,1096.64,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.maxfashion.in/in/en/search/?text=Breakbounce+Shirt,2025-10-29
Vero Moda,Shirt,Vero Moda Shirt,Synthetic,Flipkart,Winter,4.0,25,1698.69,1274.02,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.flipkart.com/search?q=Vero+Moda+Shirt,2025-10-29
H&M,Pants,H&M Pants,Wool,Myntra,Spring,3.8,20,1710.17,1368.14,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.myntra.com/shop/H&M+Pants,2025-10-29
HRX,Shirt,HRX Shirt,Denim,Ajio,All-Season,3.5,0,1112.56,1112.56,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.ajio.com/search/?text=HRX+Shirt,2025-10-29
H&M,Skirt,H&M Skirt,Cotton,Amazon India,All-Season,4.1,10,677.65,609.89,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.amazon.in/s?k=H&M+Skirt,2025-10-29
Vero Moda,Sweater,Vero Moda Sweater,Synthetic,Lifestyle,Summer,3.6,70,5139.22,1541.77,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.lifestylestores.com/in/en/search/?text=Vero+Moda+Sweater,2025-10-29
Peter England,Hoodie,Peter England Hoodie,Denim,Flipkart,Winter,3.5,40,1481.88,889.13,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.flipkart.com/search?q=Peter+England+Hoodie,2025-10-29
Louis Philippe,Hoodie,Louis Philippe Hoodie,Polyester,Max Fashion,Monsoon,4.0,40,1024.62,614.77,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.maxfashion.in/in/en/search/?text=Louis+Philippe+Hoodie,2025-10-29
Calvin Klein,Shirt,Calvin Klein Shirt,Viscose,Ajio,All-Season,4.1,50,5049.65,2524.82,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.ajio.com/search/?text=Calvin+Klein+Shirt,2025-10-29
Only,Blazer,Only Blazer,Linen,Ajio,Monsoon,4.0,50,3340.4,1670.2,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.ajio.com/search/?text=Only+Blazer,2025-10-29
Vero Moda,Dress,Vero Moda Dress,Cotton,Lifestyle,All-Season,3.5,25,3464.0,2598.0,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.lifestylestores.com/in/en/search/?text=Vero+Moda+Dress,2025-10-29
Peter England,Dress,Peter England Dress,Denim,Ajio,Summer,3.9,15,2480.19,2108.16,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.ajio.com/search/?text=Peter+England+Dress,2025-10-29
US Polo Assn,Pants,US Polo Assn Pants,Linen,Amazon India,Monsoon,3.6,30,1143.62,800.53,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.amazon.in/s?k=US+Polo+Assn+Pants,2025-10-29
Calvin Klein,Skirt,Calvin Klein Skirt,Viscose,Westside,All-Season,4.6,50,3891.0,1945.5,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.westside.com/search?q=Calvin+Klein+Skirt,2025-10-29
AND,Sweater,AND Sweater,Polyester,Westside,All-Season,3.7,25,1840.17,1380.13,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.westside.com/search?q=AND+Sweater,2025-10-29
Allen Solly,Skirt,Allen Solly Skirt,Synthetic,Lifestyle,Winter,4.4,20,2197.95,1758.36,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.lifestylestores.com/in/en/search/?text=Allen+Solly+Skirt,2025-10-29
Calvin Klein,Blazer,Calvin Klein Blazer,Silk,Reliance Trends,Summer,4.7,40,5902.53,3541.52,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.reliancetrends.com/search?q=Calvin+Klein+Blazer,2025-10-29
Breakbounce,Coat,Breakbounce Coat,Linen,Myntra,Summer,3.9,60,5276.49,2110.6,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.myntra.com/shop/Breakbounce+Coat,2025-10-29
Allen Solly,Blazer,Allen Solly Blazer,Linen,Shoppers Stop,Monsoon,4.0,10,3861.84,3475.65,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.shoppersstop.com/search?q=Allen+Solly+Blazer,2025-10-29
W for Woman,Hoodie,W for Woman Hoodie,Viscose,Myntra,All-Season,3.4,40,1954.04,1172.42,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.myntra.com/shop/W+for+Woman+Hoodie,2025-10-29
Puma,Shirt,Puma Shirt,Linen,Reliance Trends,All-Season,4.2,20,2852.11,2281.69,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.reliancetrends.com/search?q=Puma+Shirt,2025-10-29
Calvin Klein,Shirt,Calvin Klein Shirt,Viscose,Flipkart,Summer,4.2,20,5866.8,4693.44,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.flipkart.com/search?q=Calvin+Klein+Shirt,2025-10-29
Wrogn,Pants,Wrogn Pants,Wool,Westside,Summer,3.7,20,1225.05,980.04,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.westside.com/search?q=Wrogn+Pants,2025-10-29
US Polo Assn,Jeans,US Polo Assn Jeans,Silk,Ajio,All-Season,4.1,10,1977.32,1779.58,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.ajio.com/search/?text=US+Polo+Assn+Jeans,2025-10-29
Levi's,T-Shirt,Levi's T-Shirt,Silk,Lifestyle,Spring,4.3,10,1909.78,1718.8,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.lifestylestores.com/in/en/search/?text=Levi's+T-Shirt,2025-10-29
Roadster,Sweater,Roadster Sweater,Linen,Flipkart,Monsoon,4.0,30,899.12,629.38,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.flipkart.com/search?q=Roadster+Sweater,2025-10-29
Forever New,Polo,Forever New Polo,Silk,Lifestyle,Winter,3.6,20,1947.03,1557.62,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.lifestylestores.com/in/en/search/?text=Forever+New+Polo,2025-10-29
Only,Hoodie,Only Hoodie,Leather,Westside,Spring,4.1,30,3419.75,2393.82,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.westside.com/search?q=Only+Hoodie,2025-10-29
Only,Shirt,Only Shirt,Denim,Lifestyle,All-Season,4.0,40,2832.46,1699.48,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.lifestylestores.com/in/en/search/?text=Only+Shirt,2025-10-29
Van Heusen,Jacket,Van Heusen Jacket,Silk,Shoppers Stop,All-Season,4.7,40,3603.13,2161.88,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.shoppersstop.com/search?q=Van+Heusen+Jacket,2025-10-29
Tommy Hilfiger,Pants,Tommy Hilfiger Pants,Synthetic,Amazon India,Monsoon,4.3,25,2560.99,1920.74,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.amazon.in/s?k=Tommy+Hilfiger+Pants,2025-10-29
Forever New,Polo,Forever New Polo,Cotton,Westside,Spring,4.1,20,2989.0,2391.2,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.westside.com/search?q=Forever+New+Polo,2025-10-29
Peter England,Pants,Peter England Pants,Synthetic,Amazon India,Winter,4.2,30,763.45,534.41,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.amazon.in/s?k=Peter+England+Pants,2025-10-29
Breakbounce,Jacket,Breakbounce Jacket,Leather,Reliance Trends,All-Season,4.0,20,5216.79,4173.43,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.reliancetrends.com/search?q=Breakbounce+Jacket,2025-10-29
Breakbounce,Hoodie,Breakbounce Hoodie,Denim,Myntra,Spring,3.9,25,1888.89,1416.67,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.myntra.com/shop/Breakbounce+Hoodie,2025-10-29
W for Woman,Dress,W for Woman Dress,Leather,Westside,Monsoon,4.0,15,3091.98,2628.18,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.westside.com/search?q=W+for+Woman+Dress,2025-10-29
Nike,Polo,Nike Polo,Polyester,Ajio,Winter,3.7,25,2247.07,1685.3,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.ajio.com/search/?text=Nike+Polo,2025-10-29
Calvin Klein,Skirt,Calvin Klein Skirt,Polyester,Shoppers Stop,Spring,4.3,15,1993.63,1694.58,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.shoppersstop.com/search?q=Calvin+Klein+Skirt,2025-10-29
Being Human,Chinos,Being Human Chinos,Blend,Ajio,Spring,3.4,20,1639.17,1311.33,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.ajio.com/search/?text=Being+Human+Chinos,2025-10-29
Louis Philippe,Shirt,Louis Philippe Shirt,Leather,Amazon India,Monsoon,3.9,30,1838.27,1286.79,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.amazon.in/s?k=Louis+Philippe+Shirt,2025-10-29
Flying Machine,Chinos,Flying Machine Chinos,Denim,Lifestyle,Spring,3.6,30,1552.19,1086.53,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.lifestylestores.com/in/en/search/?text=Flying+Machine+Chinos,2025-10-29
Louis Philippe,Polo,Louis Philippe Polo,Wool,Shoppers Stop,Summer,4.5,25,2951.76,2213.82,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.shoppersstop.com/search?q=Louis+Philippe+Polo,2025-10-29
Louis Philippe,T-Shirt,Louis Philippe T-Shirt,Blend,Max Fashion,Winter,4.0,60,2579.72,1031.89,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.maxfashion.in/in/en/search/?text=Louis+Philippe+T-Shirt,2025-10-29
Breakbounce,Blazer,Breakbounce Blazer,Synthetic,Flipkart,Summer,4.1,0,2405.37,2405.37,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.flipkart.com/search?q=Breakbounce+Blazer,2025-10-29
Tommy Hilfiger,Dress,Tommy Hilfiger Dress,Leather,Max Fashion,Winter,4.7,10,9792.26,8813.03,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.maxfashion.in/in/en/search/?text=Tommy+Hilfiger+Dress,2025-10-29
Mast & Harbour,Sweater,Mast & Harbour Sweater,Linen,Shoppers Stop,Spring,3.8,30,1489.93,1042.95,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.shoppersstop.com/search?q=Mast+&+Harbour+Sweater,2025-10-29
Raymond,Shirt,Raymond Shirt,Blend,Flipkart,All-Season,4.8,25,4254.14,3190.61,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.flipkart.com/search?q=Raymond+Shirt,2025-10-29
HRX,Shirt,HRX Shirt,Viscose,Max Fashion,Spring,3.6,40,1897.31,1138.39,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.maxfashion.in/in/en/search/?text=HRX+Shirt,2025-10-29
H&M,Sweater,H&M Sweater,Synthetic,Max Fashion,Monsoon,3.7,30,1137.96,796.57,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.maxfashion.in/in/en/search/?text=H&M+Sweater,2025-10-29
Raymond,Jacket,Raymond Jacket,Synthetic,Shoppers Stop,Summer,4.5,10,3672.29,3305.06,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.shoppersstop.com/search?q=Raymond+Jacket,2025-10-29
Zara,Hoodie,Zara Hoodie,Linen,Max Fashion,All-Season,4.9,0,2425.37,2425.37,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.maxfashion.in/in/en/search/?text=Zara+Hoodie,2025-10-29
Mast & Harbour,Coat,Mast & Harbour Coat,Viscose,Reliance Trends,Spring,3.4,25,1479.91,1109.93,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.reliancetrends.com/search?q=Mast+&+Harbour+Coat,2025-10-29
H&M,Jacket,H&M Jacket,Leather,Reliance Trends,Winter,3.7,25,3317.88,2488.41,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.reliancetrends.com/search?q=H&M+Jacket,2025-10-29
Mast & Harbour,Jacket,Mast & Harbour Jacket,Wool,Shoppers Stop,Spring,3.9,0,927.01,927.01,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.shoppersstop.com/search?q=Mast+&+Harbour+Jacket,2025-10-29
Breakbounce,Hoodie,Breakbounce Hoodie,Leather,Max Fashion,All-Season,4.0,25,2024.43,1518.32,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.maxfashion.in/in/en/search/?text=Breakbounce+Hoodie,2025-10-29
Roadster,Shirt,Roadster Shirt,Leather,Max Fashion,All-Season,3.9,15,522.26,443.92,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.maxfashion.in/in/en/search/?text=Roadster+Shirt,2025-10-29
US Polo Assn,T-Shirt,US Polo Assn T-Shirt,Blend,Amazon India,Summer,3.6,0,678.79,678.79,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.amazon.in/s?k=US+Polo+Assn+T-Shirt,2025-10-29
Roadster,Jeans,Roadster Jeans,Viscose,Shoppers Stop,Winter,4.0,0,1112.88,1112.88,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.shoppersstop.com/search?q=Roadster+Jeans,2025-10-29
HRX,Jacket,HRX Jacket,Denim,Lifestyle,Monsoon,3.9,50,4456.85,2228.42,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.lifestylestores.com/in/en/search/?text=HRX+Jacket,2025-10-29
Roadster,Dress,Roadster Dress,Synthetic,Myntra,All-Season,4.0,10,672.15,604.94,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.myntra.com/shop/Roadster+Dress,2025-10-29
Allen Solly,Jacket,Allen Solly Jacket,Cotton,Amazon India,Monsoon,4.4,25,4944.52,3708.39,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.amazon.in/s?k=Allen+Solly+Jacket,2025-10-29
H&M,Pants,H&M Pants,Leather,Amazon India,Winter,3.7,30,3524.64,2467.25,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.amazon.in/s?k=H&M+Pants,2025-10-29
Zara,Sweater,Zara Sweater,Linen,Reliance Trends,Spring,4.8,50,9911.45,4955.73,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.reliancetrends.com/search?q=Zara+Sweater,2025-10-29
Puma,Pants,Puma Pants,Leather,Flipkart,All-Season,3.5,25,4903.28,3677.46,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.flipkart.com/search?q=Puma+Pants,2025-10-29
Peter England,Blazer,Peter England Blazer,Synthetic,Amazon India,Spring,4.1,40,1431.32,858.79,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.amazon.in/s?k=Peter+England+Blazer,2025-10-29
W for Woman,Dress,W for Woman Dress,Polyester,Westside,Summer,3.9,40,2229.22,1337.53,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.westside.com/search?q=W+for+Woman+Dress,2025-10-29
Calvin Klein,Coat,Calvin Klein Coat,Linen,Flipkart,Spring,4.4,40,13490.56,8094.34,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.flipkart.com/search?q=Calvin+Klein+Coat,2025-10-29
Vero Moda,Shirt,Vero Moda Shirt,Silk,Shoppers Stop,Spring,4.2,25,5313.49,3985.12,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.shoppersstop.com/search?q=Vero+Moda+Shirt,2025-10-29
Louis Philippe,Shirt,Louis Philippe Shirt,Wool,Westside,All-Season,3.9,50,4305.43,2152.71,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.westside.com/search?q=Louis+Philippe+Shirt,2025-10-29
Levi's,T-Shirt,Levi's T-Shirt,Synthetic,Reliance Trends,All-Season,4.1,15,582.42,495.06,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.reliancetrends.com/search?q=Levi's+T-Shirt,2025-10-29
Athena,Chinos,Athena Chinos,Leather,Flipkart,Winter,3.7,0,1598.91,1598.91,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.flipkart.com/search?q=Athena+Chinos,2025-10-29
Being Human,Skirt,Being Human Skirt,Synthetic,Shoppers Stop,Monsoon,3.8,20,1082.64,866.11,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.shoppersstop.com/search?q=Being+Human+Skirt,2025-10-29
Nike,Hoodie,Nike Hoodie,Polyester,Lifestyle,Monsoon,3.7,15,2050.66,1743.06,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.lifestylestores.com/in/en/search/?text=Nike+Hoodie,2025-10-29
W for Woman,Jacket,W for Woman Jacket,Silk,Myntra,Spring,4.1,30,5829.41,4080.59,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.myntra.com/shop/W+for+Woman+Jacket,2025-10-29
Marks & Spencer,Coat,Marks & Spencer Coat,Synthetic,Amazon India,All-Season,4.5,50,9241.34,4620.67,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.amazon.in/s?k=Marks+&+Spencer+Coat,2025-10-29
Being Human,Hoodie,Being Human Hoodie,Linen,Flipkart,Winter,3.9,15,1686.13,1433.21,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.flipkart.com/search?q=Being+Human+Hoodie,2025-10-29
Peter England,Dress,Peter England Dress,Denim,Flipkart,All-Season,3.9,15,1407.34,1196.24,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.flipkart.com/search?q=Peter+England+Dress,2025-10-29
W for Woman,T-Shirt,W for Woman T-Shirt,Denim,Shoppers Stop,Monsoon,3.5,60,2161.7,864.68,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.shoppersstop.com/search?q=W+for+Woman+T-Shirt,2025-10-29
