brand,category,material,retailer,season,rating,discount_percent,original_price,current_price,date_scraped
Zara,Chinos,Leather,Lifestyle,Spring,4.5,15,8820.83,7497.71,2025-10-24
Levi's,Shirt,Leather,Shoppers Stop,Winter,4.0,70,16668.12,5000.44,2025-10-24
Breakbounce,Chinos,Linen,Ajio,All-Season,3.8,15,1290.55,1096.97,2025-10-24
Mast & Harbour,Blazer,Silk,Myntra,All-Season,3.4,15,1671.65,1420.9,2025-10-24
Only,Shirt,Silk,Flipkart,Monsoon,4.0,15,1438.63,1222.83,2025-10-24
Puma,Jeans,Blend,Ajio,Winter,4.1,0,2108.54,2108.54,2025-10-24
Peter England,Jacket,Silk,Flipkart,Winter,3.9,20,3650.05,2920.04,2025-10-24
Marks & Spencer,Coat,Polyester,Lifestyle,Winter,4.1,15,4809.5,4088.07,2025-10-24
Levi's,Pants,Cotton,Ajio,All-Season,4.0,20,2841.79,2273.43,2025-10-24
W for Woman,Jeans,Denim,Max Fashion,Winter,3.7,0,944.84,944.84,2025-10-24
Roadster,Pants,Viscose,Flipkart,Monsoon,3.9,25,1029.9,772.43,2025-10-24
Puma,Jeans,Synthetic,Myntra,Summer,3.5,10,1527.48,1374.73,2025-10-24
Zara,Chinos,Leather,Max Fashion,Monsoon,4.3,15,4803.33,4082.83,2025-10-24
H&M,Sweater,Denim,Myntra,Winter,3.8,50,1686.19,843.09,2025-10-24
Mast & Harbour,Chinos,Blend,Flipkart,Monsoon,4.1,0,453.22,453.22,2025-10-24
W for Woman,Sweater,Leather,Lifestyle,Spring,3.5,25,1488.9,1116.68,2025-10-24
Athena,Jeans,Blend,Lifestyle,Summer,3.6,15,968.52,823.24,2025-10-24
Breakbounce,Dress,Silk,Max Fashion,Winter,4.2,20,3370.8,2696.64,2025-10-24
Wrogn,Chinos,Blend,Westside,Winter,3.7,15,1924.54,1635.86,2025-10-24
Roadster,T-Shirt,Blend,Westside,Monsoon,3.5,0,389.45,389.45,2025-10-24
Louis Philippe,Shirt,Linen,Shoppers Stop,All-Season,4.3,15,3696.04,3141.64,2025-10-24
Van Heusen,Polo,Viscose,Westside,Monsoon,4.0,10,1206.96,1086.27,2025-10-24
Marks & Spencer,Blazer,Denim,Ajio,Summer,4.2,0,4594.09,4594.09,2025-10-24
Vero Moda,Pants,Linen,Lifestyle,Spring,3.4,0,3348.43,3348.43,2025-10-24
Flying Machine,Dress,Denim,Ajio,Monsoon,3.7,15,2130.88,1811.25,2025-10-24
W for Woman,Hoodie,Denim,Westside,Summer,3.9,15,2241.81,1905.53,2025-10-24
W for Woman,Shirt,Synthetic,Flipkart,Spring,3.6,20,912.49,729.99,2025-10-24
H&M,Chinos,Linen,Westside,Winter,4.0,30,1215.28,850.69,2025-10-24
Only,Coat,Denim,Amazon India,Monsoon,4.0,15,5659.69,4810.74,2025-10-24
Van Heusen,Chinos,Linen,Myntra,Spring,4.2,70,6989.48,2096.84,2025-10-24
Athena,T-Shirt,Viscose,Ajio,Winter,3.7,0,318.72,318.72,2025-10-24
H&M,Sweater,Blend,Max Fashion,Spring,4.0,10,934.84,841.36,2025-10-24
Louis Philippe,Jeans,Wool,Reliance Trends,Winter,4.2,20,3627.59,2902.07,2025-10-24
Peter England,Jacket,Synthetic,Westside,Winter,3.8,10,2469.36,2222.43,2025-10-24
Vero Moda,Skirt,Blend,Lifestyle,Spring,3.5,10,1985.69,1787.12,2025-10-24
Raymond,Jacket,Polyester,Reliance Trends,Summer,4.6,30,6357.15,4450.01,2025-10-24
Breakbounce,Coat,Linen,Reliance Trends,Spring,4.0,25,2346.75,1760.06,2025-10-24
Levi's,Pants,Denim,Westside,Summer,4.7,20,3562.02,2849.62,2025-10-24
Being Human,Hoodie,Silk,Lifestyle,Winter,3.5,15,2388.51,2030.24,2025-10-24
Allen Solly,Dress,Denim,Westside,Winter,4.4,40,4691.38,2814.83,2025-10-24
Calvin Klein,Blazer,Wool,Myntra,Summer,4.9,10,13340.23,12006.21,2025-10-24
Calvin Klein,Jacket,Silk,Lifestyle,Monsoon,4.5,30,18719.8,13103.86,2025-10-24
Peter England,Chinos,Viscose,Shoppers Stop,All-Season,3.6,15,928.66,789.36,2025-10-24
Zara,Shirt,Cotton,Westside,Spring,4.8,10,1786.71,1608.04,2025-10-24
HRX,Sweater,Wool,Westside,All-Season,4.1,20,986.48,789.19,2025-10-24
Puma,Jeans,Polyester,Lifestyle,Summer,3.7,25,4377.14,3282.85,2025-10-24
HRX,Polo,Synthetic,Reliance Trends,Summer,3.5,0,298.15,298.15,2025-10-24
Only,Skirt,Silk,Lifestyle,Winter,3.8,40,3251.56,1950.94,2025-10-24
Van Heusen,Skirt,Synthetic,Ajio,Winter,4.6,40,1620.85,972.51,2025-10-24
Van Heusen,Jeans,Viscose,Shoppers Stop,Monsoon,4.3,10,2595.87,2336.28,2025-10-24
Mast & Harbour,Pants,Viscose,Ajio,Spring,4.0,15,698.51,593.73,2025-10-24
Being Human,Dress,Blend,Lifestyle,All-Season,3.6,10,1816.1,1634.49,2025-10-24
Peter England,Sweater,Blend,Lifestyle,All-Season,3.6,0,934.97,934.97,2025-10-24
Breakbounce,Sweater,Synthetic,Max Fashion,Monsoon,3.9,15,1467.64,1247.49,2025-10-24
Forever New,Pants,Viscose,Flipkart,Summer,4.2,40,4769.74,2861.84,2025-10-24
Roadster,Dress,Wool,Max Fashion,Summer,3.5,20,1257.14,1005.71,2025-10-24
Zara,Sweater,Leather,Myntra,Winter,4.6,40,9437.35,5662.41,2025-10-24
Being Human,Chinos,Cotton,Flipkart,Summer,3.6,40,1617.01,970.21,2025-10-24
H&M,Chinos,Cotton,Ajio,Summer,3.8,40,1315.08,789.05,2025-10-24
Forever New,Polo,Cotton,Reliance Trends,Monsoon,3.4,20,834.11,667.29,2025-10-24
Raymond,Coat,Blend,Lifestyle,Spring,4.7,20,8749.81,6999.85,2025-10-24
Being Human,Dress,Linen,Westside,Winter,4.0,10,1481.46,1333.31,2025-10-24
Wrogn,Skirt,Polyester,Flipkart,Spring,4.2,15,538.95,458.11,2025-10-24
Calvin Klein,Hoodie,Wool,Max Fashion,Spring,4.6,40,2396.86,1438.11,2025-10-24
Flying Machine,Hoodie,Synthetic,Flipkart,Winter,3.6,25,953.46,715.1,2025-10-24
W for Woman,Sweater,Synthetic,Myntra,Winter,3.9,25,1391.41,1043.56,2025-10-24
Mast & Harbour,Polo,Blend,Westside,Monsoon,3.5,25,355.1,266.33,2025-10-24
Roadster,Polo,Polyester,Shoppers Stop,Winter,4.1,15,394.0,334.9,2025-10-24
AND,Hoodie,Polyester,Westside,Spring,3.8,40,3020.15,1812.09,2025-10-24
Flying Machine,Chinos,Linen,Reliance Trends,Monsoon,3.4,30,1624.55,1137.18,2025-10-24
Vero Moda,Shirt,Silk,Max Fashion,Winter,3.5,20,1967.74,1574.19,2025-10-24
Louis Philippe,Sweater,Cotton,Westside,All-Season,4.4,10,1936.13,1742.52,2025-10-24
Adidas,T-Shirt,Linen,Lifestyle,Winter,3.7,25,1004.41,753.31,2025-10-24
Puma,Hoodie,Blend,Flipkart,Winter,3.8,70,3067.14,920.14,2025-10-24
Raymond,Sweater,Denim,Max Fashion,Summer,4.3,25,4244.63,3183.47,2025-10-24
H&M,Coat,Polyester,Westside,Winter,3.6,0,1785.23,1785.23,2025-10-24
Peter England,Dress,Denim,Myntra,Spring,3.6,40,2438.55,1463.13,2025-10-24
W for Woman,Polo,Wool,Reliance Trends,Spring,4.0,30,975.69,682.98,2025-10-24
Vero Moda,Polo,Leather,Ajio,Monsoon,3.8,15,2456.41,2087.95,2025-10-24
Forever New,T-Shirt,Linen,Ajio,Winter,4.0,50,1678.04,839.02,2025-10-24
Adidas,Dress,Cotton,Westside,Spring,3.8,30,5303.35,3712.35,2025-10-24
Zara,Coat,Synthetic,Reliance Trends,Winter,4.7,25,4414.13,3310.6,2025-10-24
Levi's,Chinos,Denim,Westside,Spring,3.9,40,3837.45,2302.47,2025-10-24
Only,Chinos,Synthetic,Max Fashion,Summer,3.9,10,649.71,584.74,2025-10-24
Louis Philippe,Shirt,Denim,Ajio,Winter,4.7,30,3182.18,2227.53,2025-10-24
Adidas,Sweater,Synthetic,Lifestyle,Summer,3.6,15,1799.02,1529.17,2025-10-24
Only,Dress,Polyester,Shoppers Stop,All-Season,4.1,20,1604.5,1283.6,2025-10-24
Marks & Spencer,Skirt,Viscose,Ajio,Winter,4.4,15,3120.12,2652.1,2025-10-24
Mast & Harbour,Coat,Linen,Lifestyle,Winter,3.4,25,4662.75,3497.06,2025-10-24
Wrogn,Shirt,Wool,Westside,Monsoon,3.5,20,1799.41,1439.53,2025-10-24
Flying Machine,Coat,Leather,Shoppers Stop,Winter,4.0,20,4821.83,3857.46,2025-10-24
Being Human,Jeans,Polyester,Ajio,Summer,3.4,60,1979.47,791.79,2025-10-24
Van Heusen,T-Shirt,Silk,Westside,Summer,3.9,0,1485.61,1485.61,2025-10-24
Zara,Sweater,Blend,Westside,Monsoon,4.1,15,4355.2,3701.92,2025-10-24
HRX,Blazer,Polyester,Westside,Spring,3.5,50,5223.04,2611.52,2025-10-24
AND,Sweater,Denim,Max Fashion,Monsoon,3.9,10,2144.87,1930.38,2025-10-24
Puma,Sweater,Synthetic,Westside,Spring,3.8,15,2832.88,2407.95,2025-10-24
Forever New,Hoodie,Polyester,Myntra,Winter,3.6,40,2766.6,1659.96,2025-10-24
Nike,Coat,Leather,Lifestyle,All-Season,4.1,25,22214.67,16661.01,2025-10-24
Raymond,Hoodie,Cotton,Reliance Trends,Winter,4.5,0,2752.69,2752.69,2025-10-24
Calvin Klein,Blazer,Silk,Westside,Summer,4.3,25,19015.16,14261.37,2025-10-24
Forever New,T-Shirt,Cotton,Westside,Winter,3.7,20,807.68,646.14,2025-10-24
Vero Moda,Coat,Viscose,Myntra,All-Season,4.0,20,4008.16,3206.53,2025-10-24
Being Human,Sweater,Synthetic,Lifestyle,Monsoon,3.5,25,1991.75,1493.81,2025-10-24
Only,Hoodie,Silk,Lifestyle,Spring,3.7,25,3622.68,2717.01,2025-10-24
Marks & Spencer,Jacket,Blend,Flipkart,All-Season,4.6,15,4902.32,4166.97,2025-10-24
Being Human,Skirt,Synthetic,Shoppers Stop,All-Season,3.5,15,1293.69,1099.64,2025-10-24
Allen Solly,T-Shirt,Synthetic,Ajio,All-Season,4.7,20,568.09,454.48,2025-10-24
Van Heusen,T-Shirt,Cotton,Reliance Trends,Winter,4.6,30,724.15,506.9,2025-10-24
W for Woman,Dress,Viscose,Reliance Trends,All-Season,3.8,20,2611.59,2089.27,2025-10-24
Puma,Hoodie,Polyester,Flipkart,Monsoon,4.0,0,2145.22,2145.22,2025-10-24
HRX,T-Shirt,Blend,Myntra,Spring,4.0,15,399.59,339.65,2025-10-24
Tommy Hilfiger,Sweater,Polyester,Flipkart,Winter,4.5,20,2974.09,2379.27,2025-10-24
Forever New,Polo,Viscose,Max Fashion,Summer,3.5,20,1903.07,1522.46,2025-10-24
Mast & Harbour,T-Shirt,Leather,Amazon India,Monsoon,3.5,50,1426.19,713.1,2025-10-24
Louis Philippe,Pants,Blend,Amazon India,Spring,4.1,70,7172.5,2151.75,2025-10-24
Levi's,Sweater,Viscose,Reliance Trends,All-Season,4.0,15,2021.99,1718.69,2025-10-24
Nike,Dress,Blend,Amazon India,All-Season,3.6,50,5032.87,2516.44,2025-10-24
Flying Machine,Jeans,Linen,Myntra,Spring,3.6,0,1191.33,1191.33,2025-10-24
AND,Polo,Cotton,Westside,Summer,4.0,30,1240.99,868.69,2025-10-24
Levi's,Blazer,Denim,Amazon India,Spring,4.2,0,5033.37,5033.37,2025-10-24
Louis Philippe,Sweater,Blend,Flipkart,Spring,3.9,20,3517.65,2814.12,2025-10-24
Adidas,Hoodie,Linen,Myntra,Summer,3.9,0,2168.3,2168.3,2025-10-24
US Polo Assn,Jeans,Silk,Lifestyle,Summer,3.8,50,6720.03,3360.01,2025-10-24
Nike,Blazer,Blend,Max Fashion,Summer,3.9,15,3614.92,3072.68,2025-10-24
Raymond,Blazer,Denim,Shoppers Stop,All-Season,4.6,30,7168.15,5017.7,2025-10-24
Zara,Jeans,Denim,Lifestyle,Summer,4.1,0,4971.72,4971.72,2025-10-24
H&M,Shirt,Denim,Westside,Spring,4.2,30,894.47,626.13,2025-10-24
Breakbounce,Coat,Silk,Max Fashion,All-Season,3.5,15,4520.38,3842.32,2025-10-24
Louis Philippe,Dress,Polyester,Westside,Winter,4.1,10,1407.72,1266.95,2025-10-24
Allen Solly,Hoodie,Polyester,Lifestyle,Summer,4.3,15,1336.39,1135.93,2025-10-24
Peter England,Polo,Cotton,Lifestyle,All-Season,4.1,25,1192.39,894.29,2025-10-24
Van Heusen,Coat,Silk,Amazon India,Summer,4.1,10,3303.04,2972.74,2025-10-24
Adidas,Coat,Denim,Flipkart,Summer,3.5,25,7142.99,5357.24,2025-10-24
Athena,T-Shirt,Blend,Westside,Spring,3.9,30,451.13,315.79,2025-10-24
Allen Solly,Hoodie,Wool,Ajio,Winter,4.3,25,1294.32,970.74,2025-10-24
Only,Polo,Leather,Myntra,Summer,3.9,40,3009.91,1805.95,2025-10-24
Levi's,Skirt,Blend,Max Fashion,Spring,4.2,30,2022.78,1415.95,2025-10-24
Wrogn,Skirt,Denim,Reliance Trends,Monsoon,3.6,20,772.64,618.11,2025-10-24
Marks & Spencer,Skirt,Synthetic,Amazon India,Summer,4.4,30,2471.38,1729.96,2025-10-24
Being Human,Polo,Synthetic,Lifestyle,Monsoon,3.6,50,1863.88,931.94,2025-10-24
W for Woman,Jeans,Linen,Flipkart,Winter,4.1,70,3880.05,1164.01,2025-10-24
Nike,Pants,Linen,Westside,Winter,3.6,25,2550.57,1912.93,2025-10-24
Being Human,Skirt,Cotton,Westside,Summer,3.5,15,1995.8,1696.43,2025-10-24
HRX,Jeans,Synthetic,Shoppers Stop,Monsoon,4.1,20,1303.13,1042.51,2025-10-24
Being Human,Hoodie,Synthetic,Max Fashion,Summer,4.1,30,947.76,663.43,2025-10-24
Athena,Dress,Synthetic,Amazon India,Monsoon,3.8,15,1286.35,1093.39,2025-10-24
Levi's,Chinos,Silk,Ajio,Winter,4.4,10,2445.34,2200.81,2025-10-24
Being Human,Shirt,Viscose,Amazon India,Winter,3.8,0,694.29,694.29,2025-10-24
Flying Machine,Dress,Linen,Myntra,All-Season,3.4,15,1417.88,1205.2,2025-10-24
Forever New,Blazer,Wool,Westside,Monsoon,3.9,25,9992.71,7494.53,2025-10-24
Puma,Dress,Denim,Ajio,Summer,3.8,50,8304.96,4152.48,2025-10-24
Flying Machine,Hoodie,Cotton,Ajio,Winter,3.8,20,1215.17,972.14,2025-10-24
Levi's,Hoodie,Cotton,Westside,All-Season,4.2,15,3624.58,3080.89,2025-10-24
Roadster,Pants,Polyester,Reliance Trends,Summer,3.7,30,840.07,588.05,2025-10-24
AND,Blazer,Denim,Reliance Trends,Monsoon,4.0,40,6622.73,3973.64,2025-10-24
Vero Moda,Skirt,Viscose,Ajio,Monsoon,4.2,10,958.85,862.97,2025-10-24
Wrogn,Skirt,Leather,Shoppers Stop,Spring,4.1,50,4617.36,2308.68,2025-10-24
Tommy Hilfiger,Sweater,Silk,Flipkart,Monsoon,4.6,30,7588.51,5311.96,2025-10-24
AND,Chinos,Leather,Amazon India,Spring,3.7,15,4067.29,3457.2,2025-10-24
Wrogn,Hoodie,Silk,Reliance Trends,Winter,3.8,30,1605.2,1123.64,2025-10-24
Flying Machine,Polo,Wool,Amazon India,Summer,4.2,10,689.03,620.13,2025-10-24
Tommy Hilfiger,Blazer,Viscose,Shoppers Stop,Summer,4.7,20,9328.36,7462.69,2025-10-24
W for Woman,Shirt,Linen,Reliance Trends,Monsoon,3.5,30,2421.21,1694.85,2025-10-24
Wrogn,Blazer,Denim,Shoppers Stop,Spring,3.9,60,4097.78,1639.11,2025-10-24
Roadster,Skirt,Synthetic,Ajio,Summer,4.1,15,803.55,683.02,2025-10-24
Tommy Hilfiger,Pants,Wool,Reliance Trends,Monsoon,4.8,20,9727.97,7782.37,2025-10-24
Raymond,Jeans,Silk,Shoppers Stop,Monsoon,4.7,30,4180.69,2926.48,2025-10-24
Vero Moda,Blazer,Blend,Reliance Trends,Spring,3.8,30,5263.31,3684.32,2025-10-24
W for Woman,Dress,Synthetic,Lifestyle,All-Season,4.0,40,1627.02,976.21,2025-10-24
AND,Dress,Viscose,Flipkart,Summer,4.2,25,2556.14,1917.11,2025-10-24
W for Woman,Pants,Denim,Amazon India,Winter,3.9,25,1743.86,1307.9,2025-10-24
Vero Moda,Hoodie,Denim,Lifestyle,Spring,4.1,40,2517.41,1510.44,2025-10-24
W for Woman,Shirt,Leather,Amazon India,Monsoon,4.2,25,2003.57,1502.68,2025-10-24
H&M,Pants,Viscose,Lifestyle,Winter,3.7,30,2055.74,1439.02,2025-10-24
Peter England,Sweater,Viscose,Amazon India,Winter,3.6,30,858.05,600.64,2025-10-24
Wrogn,Jeans,Cotton,Reliance Trends,All-Season,3.6,70,4957.36,1487.21,2025-10-24
HRX,T-Shirt,Polyester,Westside,Spring,4.0,30,749.6,524.72,2025-10-24
Levi's,Coat,Viscose,Ajio,Summer,4.6,30,8530.09,5971.06,2025-10-24
Raymond,Jacket,Viscose,Myntra,Summer,4.2,10,5139.94,4625.94,2025-10-24
Adidas,Skirt,Viscose,Ajio,Monsoon,4.1,30,1161.43,813.0,2025-10-24
Louis Philippe,Shirt,Wool,Reliance Trends,Summer,4.4,70,4516.39,1354.92,2025-10-24
Athena,Dress,Leather,Reliance Trends,Summer,3.6,0,2095.49,2095.49,2025-10-24
Louis Philippe,Coat,Wool,Flipkart,Spring,4.5,20,6553.21,5242.57,2025-10-24
W for Woman,Jacket,Blend,Max Fashion,All-Season,4.1,25,1204.2,903.15,2025-10-24
US Polo Assn,Chinos,Blend,Lifestyle,Monsoon,3.9,60,3281.66,1312.66,2025-10-24
Peter England,Blazer,Silk,Westside,Summer,4.1,10,1963.21,1766.89,2025-10-24
Louis Philippe,Skirt,Wool,Flipkart,Spring,4.4,30,2319.11,1623.38,2025-10-24
Levi's,Chinos,Blend,Shoppers Stop,Summer,4.0,20,4677.45,3741.96,2025-10-24
Nike,Dress,Viscose,Reliance Trends,Summer,3.5,20,4843.92,3875.13,2025-10-24
Levi's,Jacket,Cotton,Lifestyle,All-Season,4.5,40,5004.19,3002.51,2025-10-24
Calvin Klein,Sweater,Wool,Amazon India,Summer,4.2,10,3825.4,3442.86,2025-10-24
Puma,Dress,Denim,Shoppers Stop,Spring,4.1,10,4840.02,4356.02,2025-10-24
Flying Machine,Jeans,Cotton,Westside,Winter,4.1,60,3735.92,1494.37,2025-10-24
W for Woman,Polo,Cotton,Shoppers Stop,All-Season,3.8,40,998.34,599.01,2025-10-24
Flying Machine,Jeans,Leather,Max Fashion,Summer,4.1,0,1872.67,1872.67,2025-10-24
Puma,Skirt,Linen,Amazon India,Winter,4.2,20,2069.66,1655.73,2025-10-24
Peter England,Dress,Silk,Ajio,Spring,3.8,20,3487.25,2789.8,2025-10-24
Breakbounce,Coat,Cotton,Shoppers Stop,Spring,3.8,50,7503.42,3751.71,2025-10-24
Calvin Klein,Chinos,Silk,Shoppers Stop,Monsoon,4.5,60,25206.11,10082.44,2025-10-24
AND,Sweater,Polyester,Westside,Spring,4.2,0,1165.79,1165.79,2025-10-24
Calvin Klein,Chinos,Denim,Westside,Winter,4.3,25,3647.19,2735.39,2025-10-24
Athena,Pants,Polyester,Westside,Summer,3.6,10,1011.76,910.59,2025-10-24
Puma,Blazer,Silk,Ajio,Winter,3.6,15,5883.88,5001.3,2025-10-24
Roadster,Polo,Polyester,Reliance Trends,Winter,3.4,30,286.63,200.64,2025-10-24
Nike,Chinos,Leather,Ajio,Monsoon,3.9,0,3539.16,3539.16,2025-10-24
Allen Solly,Sweater,Linen,Lifestyle,Spring,4.2,10,2490.27,2241.24,2025-10-24
Van Heusen,Coat,Synthetic,Amazon India,Summer,4.6,20,3437.96,2750.37,2025-10-24
Levi's,Jeans,Silk,Westside,Winter,4.4,25,4215.83,3161.87,2025-10-24
Vero Moda,Shirt,Blend,Amazon India,All-Season,3.9,15,1784.27,1516.63,2025-10-24
Breakbounce,Coat,Blend,Ajio,Winter,3.8,25,2771.24,2078.43,2025-10-24
Only,Blazer,Leather,Max Fashion,Summer,3.9,30,5024.51,3517.15,2025-10-24
Louis Philippe,Jacket,Viscose,Flipkart,Monsoon,4.5,0,2246.58,2246.58,2025-10-24
Raymond,Jacket,Wool,Flipkart,Summer,4.7,0,3968.08,3968.08,2025-10-24
Calvin Klein,Skirt,Wool,Max Fashion,Monsoon,4.2,25,4079.91,3059.93,2025-10-24
Vero Moda,Shirt,Blend,Myntra,Spring,3.7,40,1723.66,1034.19,2025-10-24
Vero Moda,Pants,Leather,Westside,Spring,3.4,25,5303.58,3977.69,2025-10-24
Marks & Spencer,Jeans,Denim,Reliance Trends,All-Season,4.3,30,2191.29,1533.9,2025-10-24
W for Woman,Blazer,Wool,Myntra,All-Season,4.2,30,4650.48,3255.33,2025-10-24
Breakbounce,Dress,Blend,Reliance Trends,Summer,3.8,15,1434.86,1219.63,2025-10-24
Being Human,Pants,Cotton,Max Fashion,Spring,3.7,25,1771.85,1328.89,2025-10-24
Mast & Harbour,Coat,Linen,Amazon India,Spring,3.5,20,2316.71,1853.36,2025-10-24
Nike,Jacket,Wool,Westside,Monsoon,4.0,25,4304.37,3228.28,2025-10-24
Mast & Harbour,Blazer,Blend,Shoppers Stop,Monsoon,3.9,15,1561.18,1327.0,2025-10-24
Van Heusen,Blazer,Blend,Myntra,Summer,4.0,10,2156.68,1941.01,2025-10-24
Athena,Shirt,Viscose,Max Fashion,Winter,4.1,15,651.05,553.39,2025-10-24
H&M,T-Shirt,Synthetic,Ajio,Spring,4.0,0,408.99,408.99,2025-10-24
Adidas,Polo,Polyester,Flipkart,Summer,3.5,20,1703.37,1362.69,2025-10-24
AND,Skirt,Synthetic,Ajio,Winter,3.6,0,789.49,789.49,2025-10-24
Raymond,Blazer,Cotton,Myntra,Monsoon,4.4,20,6129.15,4903.32,2025-10-24
HRX,Chinos,Linen,Myntra,All-Season,3.9,10,1657.72,1491.94,2025-10-24
Calvin Klein,Coat,Blend,Westside,All-Season,4.2,10,13023.42,11721.08,2025-10-24
Tommy Hilfiger,Hoodie,Silk,Reliance Trends,Spring,4.9,30,5638.16,3946.71,2025-10-24
Raymond,Shirt,Silk,Max Fashion,Monsoon,4.7,20,2986.45,2389.16,2025-10-24
Breakbounce,Polo,Synthetic,Reliance Trends,Monsoon,4.0,15,560.31,476.27,2025-10-24
AND,Blazer,Denim,Reliance Trends,All-Season,4.0,15,4538.74,3857.93,2025-10-24
Roadster,Jeans,Wool,Max Fashion,Winter,4.1,60,2035.65,814.26,2025-10-24
Only,Dress,Denim,Shoppers Stop,All-Season,3.8,15,3835.34,3260.04,2025-10-24
Calvin Klein,Chinos,Denim,Lifestyle,Monsoon,4.2,15,4401.18,3741.01,2025-10-24
W for Woman,Chinos,Polyester,Shoppers Stop,Monsoon,3.9,15,2797.04,2377.48,2025-10-24
Roadster,Hoodie,Leather,Myntra,Monsoon,3.5,15,1421.2,1208.02,2025-10-24
Zara,Skirt,Synthetic,Max Fashion,Winter,4.7,30,2502.97,1752.08,2025-10-24
Forever New,T-Shirt,Leather,Amazon India,Summer,4.1,20,2244.05,1795.24,2025-10-24
AND,Hoodie,Silk,Flipkart,Monsoon,4.0,15,2627.71,2233.55,2025-10-24
Nike,Hoodie,Polyester,Reliance Trends,Summer,4.1,20,2238.0,1790.4,2025-10-24
Van Heusen,Sweater,Wool,Westside,Winter,4.4,15,2858.72,2429.92,2025-10-24
Mast & Harbour,Blazer,Linen,Reliance Trends,Spring,3.9,25,2004.35,1503.26,2025-10-24
AND,T-Shirt,Blend,Reliance Trends,Monsoon,3.9,30,1489.45,1042.61,2025-10-24
Athena,Coat,Blend,Shoppers Stop,Monsoon,4.1,40,3095.23,1857.14,2025-10-24
Adidas,Skirt,Denim,Lifestyle,Spring,3.5,30,1452.92,1017.04,2025-10-24
H&M,Dress,Polyester,Westside,Monsoon,4.1,40,2999.12,1799.47,2025-10-24
Flying Machine,Coat,Synthetic,Shoppers Stop,Winter,3.5,30,2693.61,1885.53,2025-10-24
Raymond,Hoodie,Linen,Max Fashion,Spring,4.7,20,1988.41,1590.72,2025-10-24
Van Heusen,Coat,Denim,Shoppers Stop,Monsoon,4.2,20,3726.57,2981.26,2025-10-24
Raymond,Hoodie,Cotton,Amazon India,Monsoon,4.4,25,1502.43,1126.82,2025-10-24
Levi's,Coat,Wool,Ajio,Monsoon,4.5,50,9655.77,4827.89,2025-10-24
Zara,Hoodie,Silk,Lifestyle,All-Season,4.1,25,4378.79,3284.09,2025-10-24
Adidas,Hoodie,Wool,Westside,Summer,4.1,0,2388.07,2388.07,2025-10-24
Peter England,Dress,Wool,Westside,Summer,4.1,20,2031.83,1625.46,2025-10-24
Athena,Hoodie,Blend,Myntra,All-Season,3.6,10,916.06,824.45,2025-10-24
Calvin Klein,Jacket,Linen,Max Fashion,Winter,4.2,70,9417.5,2825.25,2025-10-24
Only,Shirt,Cotton,Myntra,Monsoon,3.7,30,1136.14,795.29,2025-10-24
Breakbounce,Polo,Synthetic,Shoppers Stop,Summer,3.4,20,1536.49,1229.19,2025-10-24
Allen Solly,Skirt,Linen,Myntra,Spring,4.4,40,3916.02,2349.61,2025-10-24
US Polo Assn,Blazer,Viscose,Flipkart,Winter,3.8,20,1974.43,1579.55,2025-10-24
Roadster,Jacket,Silk,Lifestyle,Winter,3.9,10,1198.56,1078.71,2025-10-24
US Polo Assn,Skirt,Synthetic,Flipkart,Summer,3.8,30,1768.87,1238.21,2025-10-24
Only,Skirt,Blend,Westside,Winter,3.7,0,1687.57,1687.57,2025-10-24
Peter England,Coat,Synthetic,Lifestyle,All-Season,3.9,10,3083.79,2775.41,2025-10-24
Peter England,Shirt,Blend,Westside,Summer,3.9,60,2881.36,1152.54,2025-10-24
Flying Machine,Pants,Polyester,Westside,Spring,3.9,25,833.08,624.81,2025-10-24
HRX,Jeans,Synthetic,Amazon India,Winter,3.7,30,1364.13,954.89,2025-10-24
AND,Jacket,Polyester,Max Fashion,Summer,3.8,40,3018.15,1810.89,2025-10-24
Raymond,Skirt,Synthetic,Flipkart,All-Season,4.8,25,2726.45,2044.84,2025-10-24
US Polo Assn,Sweater,Cotton,Flipkart,Spring,4.2,10,1449.44,1304.5,2025-10-24
Calvin Klein,Blazer,Polyester,Reliance Trends,Monsoon,4.1,30,8113.49,5679.44,2025-10-24
Breakbounce,Jeans,Blend,Max Fashion,Winter,3.6,10,1488.25,1339.42,2025-10-24
Mast & Harbour,T-Shirt,Viscose,Max Fashion,Monsoon,4.2,0,315.18,315.18,2025-10-24
Allen Solly,Polo,Viscose,Shoppers Stop,Winter,4.7,10,1378.85,1240.96,2025-10-24
Puma,Jacket,Cotton,Flipkart,Spring,3.7,20,2910.47,2328.37,2025-10-24
Van Heusen,Pants,Polyester,Westside,Spring,4.4,15,2099.21,1784.33,2025-10-24
Marks & Spencer,Jacket,Viscose,Amazon India,Monsoon,4.4,15,4067.62,3457.48,2025-10-24
Adidas,Coat,Wool,Reliance Trends,Summer,3.5,40,5616.79,3370.08,2025-10-24
Louis Philippe,Jacket,Blend,Myntra,Spring,4.2,10,1503.77,1353.39,2025-10-24
Forever New,Dress,Cotton,Lifestyle,Winter,3.4,25,3575.43,2681.58,2025-10-24
Tommy Hilfiger,Shirt,Wool,Myntra,Monsoon,4.8,60,10962.96,4385.19,2025-10-24
Mast & Harbour,Dress,Wool,Lifestyle,Winter,4.0,20,2095.39,1676.31,2025-10-24
